title,contentType,rating,votes,cluster
Katips,movie,6.0,3649.0,1
Madame Claude,movie,5.4,3648.0,4
Them That Follow,movie,5.4,3648.0,5
Marina,movie,7.2,3648.0,4
How to Fall in Love,movie,6.4,3648.0,4
Cachorro,movie,7.1,3648.0,4
Banking on Bitcoin,movie,6.6,3648.0,1
Little Woods,movie,6.2,3647.0,4
Breathing Room,movie,4.3,3647.0,5
Hell Drivers,movie,7.2,3646.0,4
Zelary,movie,7.6,3646.0,4
Chronicle of an Escape,movie,7.1,3646.0,5
Patrick,movie,6.1,3645.0,5
Young Man with a Horn,movie,7.2,3645.0,4
Last Train Home,movie,7.6,3645.0,3
Symetria,movie,7.6,3645.0,5
Zombie Nightmare,movie,2.6,3644.0,5
Il marchese del Grillo,movie,7.7,3644.0,1
Akiresu to kame,movie,7.3,3644.0,4
Skyfire,movie,5.2,3643.0,2
Solis,movie,4.4,3643.0,2
Devil Fish,movie,2.7,3642.0,2
Muse,movie,5.4,3642.0,5
Vaathi,movie,7.5,3641.0,4
The Last Mistress,movie,6.2,3641.0,4
Golden Balls,movie,6.1,3641.0,4
The Horse's Mouth,movie,7.0,3641.0,4
Rendezvous,movie,7.9,3641.0,6
Belzebuth,movie,6.0,3640.0,5
Atlas Shrugged: Who Is John Galt?,movie,4.3,3639.0,5
Flying Colors,movie,7.3,3639.0,4
England Is Mine,movie,5.8,3639.0,4
Grand Theft Parsons,movie,6.0,3639.0,2
O Fantasma,movie,5.7,3638.0,4
Hot Dog... The Movie,movie,5.0,3638.0,4
Hairspray Live!,movie,7.0,3638.0,0
Black Rain,movie,7.9,3638.0,4
Pitchfork,movie,3.1,3638.0,5
Awaydays,movie,5.7,3637.0,4
Awaken the Shadowman,movie,4.0,3637.0,5
The World of Henry Orient,movie,6.6,3637.0,4
Dulhan Hum Le Jayenge,movie,5.1,3637.0,4
The House of the Devil,movie,6.7,3636.0,6
The History of Future Folk,movie,7.1,3636.0,4
The Flight Before Christmas,movie,6.1,3636.0,2
Amreeka,movie,7.0,3636.0,4
The Return of the Jonsson League,movie,6.2,3636.0,4
Japon Isi,movie,6.1,3636.0,4
American Hangman,movie,5.9,3635.0,5
I Am Bolt,movie,7.1,3635.0,3
Night Tide,movie,6.4,3634.0,4
Ladybird Ladybird,movie,7.4,3634.0,4
The Other Dream Team,movie,8.3,3634.0,3
The Blonde One,movie,7.3,3633.0,4
The Monolith Monsters,movie,6.3,3633.0,5
NiNoKuni,movie,6.1,3633.0,2
Boggy Creek II and the Legend Continues...,movie,2.4,3632.0,5
U Turn,movie,7.4,3632.0,5
Yaadein...,movie,4.2,3632.0,0
Samson & Delilah,movie,7.0,3631.0,4
Killing Kennedy,movie,6.0,3631.0,1
The Southerner,movie,7.1,3631.0,4
Marwencol,movie,7.5,3631.0,3
Glory Daze,movie,5.6,3630.0,4
Green Arrow,movie,7.1,3630.0,6
Vallavan,movie,4.8,3630.0,5
Ethel & Ernest,movie,7.7,3629.0,1
Épouse-moi mon pote,movie,6.1,3629.0,4
The Trailer Park Boys Christmas Special,movie,8.0,3629.0,4
High Heels and Low Lifes,movie,6.1,3629.0,4
Woman in Love,movie,5.7,3629.0,4
Amar Bondhu Rashed,movie,8.3,3629.0,4
Man of God,movie,7.0,3628.0,4
The Tales of Hoffmann,movie,7.2,3628.0,0
Seobok,movie,6.1,3628.0,5
Hawa,movie,8.0,3628.0,5
Leviathan,movie,6.5,3628.0,3
Woman in the Moon,movie,7.3,3628.0,2
Nothing Funny,movie,7.4,3628.0,4
Some Girls,movie,5.7,3627.0,4
Waco: The Rules of Engagement,movie,7.9,3627.0,1
Operation Pacific,movie,6.6,3627.0,4
The Big Picture,movie,6.7,3627.0,5
Alien Warfare,movie,2.6,3626.0,5
Simon Says,movie,4.2,3626.0,5
Itiraf,movie,7.0,3626.0,4
Love Object,movie,6.3,3625.0,5
Om,movie,9.0,3625.0,4
The Winter Guest,movie,6.9,3624.0,4
Odd Girl Out,movie,6.5,3624.0,4
El Lobo,movie,6.9,3624.0,5
La vérité si je mens! 2,movie,6.3,3624.0,4
Meka Suri,movie,6.6,3624.0,5
Cute & Dangerous,movie,6.0,3623.0,4
The Lost Thing,movie,7.3,3623.0,6
Lost in Thailand,movie,6.2,3623.0,2
A Million Little Pieces,movie,6.2,3622.0,4
The Open Road,movie,5.5,3622.0,4
"Te quiero, imbécil",movie,5.8,3622.0,4
Commando 2,movie,5.4,3621.0,2
"I'm Taraneh, 15",movie,7.1,3621.0,4
What the Day Owes the Night,movie,7.8,3620.0,4
Five,movie,6.2,3620.0,4
Humraaz,movie,6.4,3620.0,0
Pavarotti,movie,7.5,3620.0,3
Death of a Superhero,movie,7.0,3620.0,4
Gold and Copper,movie,7.2,3620.0,4
Teenagers from Outer Space,movie,3.9,3619.0,5
Kickboxer 4: The Aggressor,movie,4.0,3619.0,4
A Double Life,movie,7.0,3619.0,4
Old Acquaintance,movie,7.4,3619.0,4
The Rabbi's Cat,movie,7.1,3619.0,2
"Farewell, Friend",movie,6.7,3617.0,4
Pledge,movie,5.4,3617.0,5
Edges of the Lord,movie,6.7,3617.0,4
Love! Valour! Compassion!,movie,7.0,3617.0,4
Torment,movie,7.3,3617.0,4
Bir Küçük Gün Isigi,tvSeries,6.4,238.0,4
The Yorkshire Vet,tvSeries,8.8,238.0,3
The Jimmy Stewart Show,tvSeries,7.3,238.0,4
Fructul oprit,tvSeries,5.8,238.0,4
Hollyoaks Later,tvSeries,7.0,238.0,4
Songs of War,tvSeries,8.8,238.0,2
Ikimizin Sirri,tvSeries,6.5,238.0,4
Kitchen Impossible,tvSeries,8.8,238.0,3
Bossam: Steal the Fate,tvSeries,7.5,238.0,1
Filthy Rich,tvSeries,7.1,238.0,4
Grandpa in My Pocket,tvSeries,5.4,238.0,4
Rusty Rivets,tvSeries,5.1,238.0,2
The Manions of America,tvSeries,7.2,238.0,4
The Boleyns: A Scandalous Family,tvSeries,7.3,238.0,1
Popples,tvSeries,6.3,238.0,2
Reef Doctors,tvSeries,6.3,238.0,2
Furuhata Ninzaburô,tvSeries,8.0,238.0,4
South Beach,tvSeries,5.9,238.0,4
The Kenny Everett Video Show,tvSeries,7.7,238.0,4
Sherlock: The Russian Chronicles,tvSeries,5.7,238.0,5
Ulice,tvSeries,2.1,238.0,4
The Charmer,tvSeries,7.9,238.0,4
Pope: The Most Powerful Man in History,tvSeries,7.2,238.0,1
En terapia,tvSeries,8.2,238.0,4
Brad Meltzer's Lost History,tvSeries,7.1,238.0,3
Selfie with Bajrangi,tvSeries,2.4,238.0,2
Pop Idol,tvSeries,3.3,238.0,3
Murder in Small Town X,tvSeries,8.2,238.0,3
Gatchaman Crowds,tvSeries,6.8,238.0,2
The Last Defense,tvSeries,7.3,238.0,3
Easy Money,tvSeries,6.8,238.0,4
Chuka ichiban,tvSeries,7.5,238.0,2
The Office: The Podcast,tvSeries,6.8,238.0,4
Mumbai Calling,tvSeries,7.0,238.0,4
Kobato.,tvSeries,7.3,238.0,2
Last Exile: Gin'yoku no Fam,tvSeries,6.9,238.0,2
Privates,tvSeries,7.4,238.0,4
Connections 3,tvSeries,8.5,238.0,1
Going Deep with David Rees,tvSeries,8.1,238.0,3
Heroes: Nowhere Man,tvSeries,7.2,238.0,4
Lenßen & Partner,tvSeries,1.7,238.0,4
Silvermannen,tvSeries,6.8,238.0,5
Vysehrad,tvSeries,7.1,238.0,4
Albert & Herberts julkalender,tvSeries,8.1,238.0,4
Pishachini,tvSeries,6.1,238.0,5
2004 World Series,tvSeries,7.4,238.0,4
Yeter Anne,tvSeries,7.9,238.0,4
Sex Life,tvSeries,5.3,237.0,3
Saiai,tvSeries,7.1,237.0,4
Helsreach,tvSeries,8.8,237.0,2
On the Job,tvSeries,7.2,237.0,4
Raven of the Inner Palace,tvSeries,7.5,237.0,1
Pehredaar Piya Ki,tvSeries,2.7,237.0,4
Gülizar,tvSeries,5.6,237.0,4
Top of the Heap,tvSeries,4.7,237.0,4
"Nuevo rico, nuevo pobre",tvSeries,7.2,237.0,4
Hora marcada,tvSeries,8.0,237.0,5
Mike the Knight,tvSeries,4.5,237.0,2
Un posto al sole,tvSeries,4.1,237.0,4
Watashi-tachi wa Doka Shiteiru,tvSeries,7.3,237.0,4
Capeta,tvSeries,8.3,237.0,2
WWE 24,tvSeries,8.4,237.0,3
Pânico na TV,tvSeries,5.6,237.0,4
The Return of Sandokan,tvSeries,6.3,237.0,2
From G's to Gents,tvSeries,4.9,237.0,3
The Tofus,tvSeries,6.3,237.0,2
Supernova,tvSeries,7.4,237.0,4
The Toy Box,tvSeries,4.1,237.0,3
Broken Blade,tvSeries,6.8,237.0,2
The David Frost Show,tvSeries,7.2,237.0,3
Respectable,tvSeries,7.6,237.0,4
Windkracht 10,tvSeries,7.0,237.0,4
Bar Karma,tvSeries,5.7,237.0,4
Whammy! The All New Press Your Luck,tvSeries,5.7,237.0,3
Fred and Barney Meet the Thing,tvSeries,5.7,237.0,2
Juleønsket,tvSeries,6.2,237.0,4
Sampurna,tvSeries,7.2,237.0,4
Superheroes Decoded,tvSeries,8.1,237.0,3
The Leatherstocking Tales,tvSeries,6.7,237.0,4
Khosh Neshin-ha,tvSeries,4.9,237.0,4
Alessandro Cattelan: One Simple Question,tvSeries,6.6,237.0,3
The Tube's Hautest,tvSeries,1.0,237.0,4
Johnson,tvSeries,5.6,236.0,4
Real People,tvSeries,7.0,236.0,4
Seis hermanas,tvSeries,7.1,236.0,4
Sweet Dreams,tvSeries,6.9,236.0,4
The Apprentice: You're Fired!,tvSeries,5.8,236.0,3
Harmonica,tvSeries,5.8,236.0,4
Outside Edge,tvSeries,7.8,236.0,4
Dance Plus,tvSeries,7.7,236.0,3
"Badlands, Texas",tvSeries,6.9,236.0,3
Fingertip,tvSeries,7.5,236.0,5
Problem Child,tvSeries,3.8,236.0,6
My Husband Oh Jak-doo,tvSeries,6.7,236.0,4
One Night Stand,tvSeries,7.4,236.0,3
Ladies of Letters,tvSeries,8.2,236.0,4
Problems,tvSeries,7.9,236.0,4
Dupur Thakurpo,tvSeries,4.1,236.0,4
Amongst Men,tvSeries,6.8,236.0,5
Hardly Working,tvSeries,7.7,236.0,6
Küçük Kadinlar,tvSeries,3.5,236.0,4
Running Man,tvSeries,5.4,236.0,3
All Inclusive,tvSeries,5.8,236.0,4
Kashimashi: Girl Meets Girl,tvSeries,6.7,236.0,2
That's So Weird!,tvSeries,5.4,236.0,4
Those Who Hunt Elves,tvSeries,7.0,236.0,2
Purple and Brown,tvSeries,7.5,236.0,2
Moga Harra,tvSeries,8.2,236.0,4
Junior Masterchef Australia,tvSeries,7.0,236.0,3
"Me, Boss and Lockdown",tvSeries,7.8,236.0,4
Kamen Rider Hibiki,tvSeries,7.4,236.0,2
New York Stand-Up Show,tvSeries,6.9,236.0,4
The Animated Adventures of Bob & Doug McKenzie,tvSeries,6.1,236.0,2
Clone,tvSeries,5.1,236.0,4
Agencija za SiS,tvSeries,3.2,236.0,4
Light and Dark,tvSeries,8.3,236.0,3
Ieuru onna,tvSeries,7.4,236.0,4
6 kadrov,tvSeries,5.4,236.0,4
Lääkärit tulessa,tvSeries,7.0,236.0,4
Bench,tvSeries,8.9,236.0,2
Sen kväll med Luuk,tvSeries,7.0,236.0,3
Jay & Silent Bob Get Old: Classic,tvSeries,5.2,236.0,4
The Backrooms,tvSeries,8.6,235.0,5
Hot Sluts,tvSeries,5.4,235.0,4
Circus Boy,tvSeries,7.2,235.0,2
Ghost Adventures: House Calls,tvSeries,7.1,235.0,3
She's the Sheriff,tvSeries,4.0,235.0,4
Dolce Amore,tvSeries,7.8,235.0,4
Journey to the Unknown,tvSeries,7.7,235.0,5
Salomé,tvSeries,7.2,235.0,4
Regina,tvSeries,5.8,235.0,4
Once We Get Married,tvSeries,8.1,235.0,4
Gran Reserva,tvSeries,6.8,235.0,4
In the Motherhood,tvSeries,5.4,235.0,4
A Minute with Stan Hooper,tvSeries,6.6,235.0,4
Saltön,tvSeries,6.1,235.0,4
Cold Justice: Sex Crimes,tvSeries,7.5,235.0,3
El caso Asunta (Operación Nenúfar),tvSeries,7.4,235.0,3
Hyori's Homestay,tvSeries,8.7,235.0,3
Warren the Ape,tvSeries,8.2,235.0,4
Istanbul Hesabi,tvSeries,8.5,235.0,3
Felix,tvSeries,3.4,235.0,4
100 Days to Heaven,tvSeries,7.6,235.0,4
The Story of Saiunkoku,tvSeries,7.6,235.0,2
Flower Angel,tvSeries,7.4,235.0,2
The Murder Detectives,tvSeries,7.6,235.0,3
Ljubav ispod zlatnog bora,tvSeries,5.1,235.0,4
Hell Girl,tvSeries,7.5,235.0,5
Citizen Rose,tvSeries,5.3,235.0,3
Die Johannes B. Kerner Show,tvSeries,3.1,235.0,3
The Mythical Show,tvSeries,8.0,235.0,0
What the Cut,tvSeries,8.3,235.0,4
Irthe ki edese,tvSeries,6.1,235.0,4
Almost Genius,tvSeries,1.7,235.0,4
Klinika na tretiya etazh,tvSeries,8.3,235.0,4
Below Deck Adventure,tvSeries,6.4,234.0,3
Run for the Money,tvSeries,7.2,234.0,3
Love & War,tvSeries,6.8,234.0,4
Degrassi: Minis,tvSeries,7.2,234.0,6
Casa Street,tvSeries,7.6,234.0,5
Shine or Go Crazy,tvSeries,7.3,234.0,4
Broken Silence,tvSeries,7.7,234.0,3
Sightings,tvSeries,8.3,234.0,3
Garo,tvSeries,7.5,234.0,5
Trapped!,tvSeries,7.0,234.0,3
Dead North,tvSeries,7.6,234.0,3
3 Dong 3 Dong,tvSeries,4.4,247.0,4
Sliced,tvSeries,6.3,246.0,4
Rosamunde Pilcher,tvSeries,3.6,246.0,4
Street Legal,tvSeries,7.3,246.0,4
Sipahi,tvSeries,6.3,246.0,4
Blankety Blank,tvSeries,6.3,246.0,3
Woori the Virgin,tvSeries,5.2,246.0,4
Your Face or Mine?,tvSeries,5.8,246.0,3
Country Queen,tvSeries,5.5,246.0,4
The Dude Perfect Show,tvSeries,6.9,246.0,3
Mohomaya,tvSeries,4.6,246.0,5
How Do I Look?,tvSeries,5.9,246.0,3
Banking District,tvSeries,6.8,246.0,5
Damo,tvSeries,7.4,246.0,4
Meitantei Conan: Zero no Tea Time,tvSeries,6.2,246.0,2
Kaisermühlen Blues,tvSeries,7.8,246.0,4
Sítio do Picapau Amarelo,tvSeries,8.1,246.0,2
Airline,tvSeries,7.5,246.0,3
Keuringsdienst van waarde,tvSeries,8.2,246.0,3
Mr. Bogus,tvSeries,7.4,246.0,2
Hammerman,tvSeries,3.9,246.0,2
Broken News,tvSeries,7.5,246.0,4
Pump Up the Volume,tvSeries,8.5,246.0,3
Living in Your Car,tvSeries,7.7,246.0,4
Shubh Mangal Mein Dangal,tvSeries,7.9,246.0,4
Ruza vjetrova,tvSeries,4.9,246.0,4
Brezhnev,tvSeries,7.2,246.0,4
Mad Money w/ Jim Cramer,tvSeries,5.2,246.0,3
Finding Full Moon,tvSeries,7.7,246.0,2
Tardisodes,tvSeries,7.1,246.0,6
The Normans,tvSeries,7.6,246.0,3
Yokohama kaidashi kikô,tvSeries,7.3,246.0,2
Metro of Love,tvSeries,1.4,246.0,4
Kalambur,tvSeries,6.4,246.0,4
Sally,tvSeries,6.7,246.0,4
Parayi Vuranlar,tvSeries,7.6,246.0,3
Testimony of N,tvSeries,7.4,246.0,5
Mannequin AKA maankan,tvSeries,4.8,246.0,4
Deti Arbata,tvSeries,7.0,246.0,4
Schmidt & Pocher,tvSeries,5.8,246.0,3
You & Me,tvSeries,6.6,245.0,4
Devil's Promise,tvSeries,5.5,245.0,5
December Bride,tvSeries,8.0,245.0,4
Silent Hours,tvSeries,5.3,245.0,5
Bella da morire,tvSeries,6.7,245.0,4
First Responders,tvSeries,6.4,245.0,4
Behind Bars: Rookie Year,tvSeries,7.8,245.0,3
Veni Vidi Vici,tvSeries,6.0,245.0,4
Holmes and Yoyo,tvSeries,5.9,245.0,4
"Selección Argentina, la serie - Camino a Qatar",tvSeries,8.1,245.0,3
Game On! A Comedy Crossover Event,tvSeries,5.6,245.0,4
I Heart Arlo,tvSeries,7.1,245.0,6
Takara-kun to Amagi-kun,tvSeries,7.3,245.0,4
Yes No Maybe,tvSeries,6.6,245.0,4
One Life to Live,tvSeries,7.8,245.0,4
The Fifth Estate,tvSeries,7.9,245.0,3
Das Haus Anubis,tvSeries,4.6,245.0,2
Commandos and Dragons,tvSeries,7.9,245.0,2
Torn,tvSeries,6.5,245.0,5
Your Favorite Martian,tvSeries,6.2,245.0,2
The Restoration Man,tvSeries,7.8,245.0,3
Players,tvSeries,7.5,245.0,4
Candle in the Tomb,tvSeries,7.1,245.0,2
10 Years with Hayao Miyazaki,tvSeries,8.1,245.0,3
Senzo: Murder of a Soccer Star,tvSeries,5.4,245.0,3
Yuki Yuna Is a Hero,tvSeries,6.8,245.0,2
Friends of the People,tvSeries,5.5,245.0,4
Lily's Turn,tvSeries,5.3,245.0,4
Inspiring Generation,tvSeries,7.6,245.0,4
Harry,tvSeries,6.8,245.0,4
Skuggornas hus,tvSeries,6.7,245.0,5
Unit 13,tvSeries,8.2,245.0,4
Meet,tvSeries,6.0,245.0,4
Drinking Solo,tvSeries,6.9,245.0,4
Jorden runt på 6 steg,tvSeries,7.4,245.0,3
Miss Granny,movie,7.2,3765.0,4
On the Silver Globe,movie,7.2,3764.0,2
Sssssss,movie,5.4,3764.0,5
The River King,movie,5.7,3764.0,5
Solas,movie,7.5,3764.0,4
Bad Kids Go to Hell,movie,4.5,3764.0,5
Suspect X,movie,7.4,3764.0,5
Heart Condition,movie,5.5,3762.0,4
Wasteland,movie,6.5,3762.0,5
3 Extremes II,movie,6.1,3762.0,5
Strategic Air Command,movie,6.3,3761.0,4
Hawk the Slayer,movie,5.3,3761.0,2
The Adversary,movie,6.8,3761.0,5
Dedemin Fisi,movie,5.6,3761.0,4
Sunday's Illness,movie,6.9,3760.0,4
Max Dugan Returns,movie,6.7,3759.0,4
Boarding School,movie,5.8,3759.0,5
Suchwiin bulmyeong,movie,7.2,3759.0,4
A Horrible Way to Die,movie,5.2,3758.0,5
Hardbodies,movie,4.9,3757.0,4
Up the Creek,movie,5.5,3757.0,4
The Seagull,movie,5.7,3757.0,4
Taxiwala,movie,6.9,3757.0,5
The Mask of Dimitrios,movie,7.2,3757.0,4
Fudoh: The New Generation,movie,7.0,3757.0,4
Low Heights,movie,7.3,3757.0,2
CMYLMZ: Soru & Cevap,movie,7.7,3757.0,3
The Stand In,movie,4.7,3756.0,4
Too Late the Hero,movie,6.6,3756.0,4
Standing in the Shadows of Motown,movie,7.8,3756.0,3
Wild Horses,movie,4.8,3755.0,4
Dr. Cabbie,movie,6.0,3755.0,4
The Chaos Class Again,movie,2.2,3755.0,4
A Cruel Romance,movie,8.0,3755.0,4
El Hijo,movie,5.5,3754.0,5
Lili,movie,7.3,3753.0,0
The Founding of a Republic,movie,4.9,3753.0,1
Sand Storm,movie,6.8,3753.0,4
Kid Galahad,movie,7.2,3753.0,4
Introducing Dorothy Dandridge,movie,7.0,3752.0,4
The Screaming Skull,movie,3.9,3752.0,5
Pixel Perfect,movie,5.6,3750.0,4
Little Accidents,movie,5.8,3750.0,4
Three Outlaw Samurai,movie,7.7,3750.0,4
Lucky: No Time for Love,movie,4.7,3750.0,0
Little Sister,movie,6.3,3749.0,4
Crying Out Love in the Center of the World,movie,7.2,3749.0,4
Say Goodnight to the Bad Guys,movie,7.8,3749.0,4
Boys,movie,4.9,3748.0,5
Renegades,movie,5.4,3748.0,4
Three Men and a Cradle,movie,6.6,3748.0,4
Rosewood Lane,movie,4.6,3748.0,5
"Mektoub, My Love: Canto Uno",movie,6.5,3747.0,4
R.I.P.,movie,8.3,3747.0,4
2LDK,movie,6.8,3747.0,5
"Race for Your Life, Charlie Brown",movie,7.2,3746.0,2
Track of the Moon Beast,movie,2.3,3746.0,5
Marlowe,movie,6.4,3745.0,5
The Battle of Neretva,movie,7.0,3745.0,1
Firecreek,movie,6.8,3745.0,4
A Girl Cut in Two,movie,6.2,3745.0,5
The Headmaster,movie,7.9,3745.0,4
Babes in Toyland,movie,5.2,3744.0,2
Camille Claudel 1915,movie,6.5,3744.0,4
Sultan,movie,7.5,3744.0,4
The Loved One,movie,7.0,3743.0,4
God on Trial,movie,7.6,3743.0,4
Divine Intervention,movie,6.6,3743.0,4
Natural Born Pranksters,movie,3.6,3743.0,4
Joan Rivers: A Piece of Work,movie,7.3,3742.0,3
Gnome Alone,movie,5.6,3741.0,2
Piranhaconda,movie,2.9,3741.0,5
Safer at Home,movie,3.8,3741.0,5
Mammuth,movie,6.1,3741.0,4
Jeans,movie,6.4,3741.0,4
El empleo,movie,8.0,3741.0,6
When the Moon Was Full,movie,6.8,3740.0,4
Cheerleader Camp,movie,4.6,3739.0,5
Brighton Beach Memoirs,movie,6.8,3739.0,4
To Your Last Death,movie,5.9,3739.0,2
Raaz,movie,6.6,3738.0,0
Adrenalin: Fear the Rush,movie,3.8,3738.0,5
Close to Eden,movie,7.6,3738.0,4
The Yellow Rolls-Royce,movie,6.4,3737.0,4
"Tad, the Lost Explorer, and the Secret of King Midas",movie,6.2,3737.0,2
Cool Kids Don't Cry,movie,7.4,3737.0,4
Hotel Desire,movie,5.7,3736.0,6
Jesse Stone: No Remorse,movie,7.2,3736.0,4
Double Teamed,movie,5.9,3736.0,4
Mythica: The Darkspore,movie,5.1,3736.0,2
The Dream Team,movie,5.4,3736.0,4
Nicotina,movie,6.6,3736.0,4
Alucarda,movie,6.2,3735.0,5
Walking and Talking,movie,6.7,3735.0,4
The Rare Breed,movie,6.3,3734.0,4
Gorgo,movie,5.5,3734.0,5
Spies,movie,7.5,3734.0,5
The Last Shift,movie,5.7,3733.0,4
Yok Artik,movie,5.8,3733.0,4
Horatio Hornblower: Retribution,movie,8.2,3733.0,2
Christmas in August,movie,7.6,3733.0,4
Election Day,movie,7.5,3733.0,4
Come September,movie,6.9,3732.0,4
Where the Day Takes You,movie,6.5,3732.0,5
Blonde and Blonder,movie,2.8,3731.0,4
The Lodger,movie,7.1,3731.0,5
Ice Castles,movie,6.5,3730.0,4
Gamera: Guardian of the Universe,movie,6.7,3730.0,2
Too Late,movie,6.7,3730.0,5
The Adventures of Picasso,movie,7.4,3730.0,4
The Young Messiah,movie,5.7,3729.0,4
"Double, Double Toil and Trouble",movie,5.7,3729.0,2
Garden of Evil,movie,6.6,3729.0,2
The Devil Is a Woman,movie,6.9,3729.0,4
Charlie's Farm,movie,4.6,3728.0,5
Lust in the Dust,movie,6.3,3728.0,4
When a Stranger Calls Back,movie,6.1,3727.0,5
The River Why,movie,5.5,3727.0,4
The Reptile,movie,6.1,3727.0,5
House by the River,movie,7.1,3727.0,4
Come As You Are,movie,7.0,3726.0,4
The Girl by the Lake,movie,6.5,3726.0,5
78/52: Hitchcock's Shower Scene,movie,7.3,3726.0,3
Samurai Cop 2: Deadly Vengeance,movie,3.9,3725.0,5
The Frame,movie,6.6,3725.0,4
Schultze Gets the Blues,movie,7.0,3725.0,4
Nocebo,movie,5.8,3724.0,5
Porcile,movie,6.6,3724.0,4
Exorcismus,movie,5.0,3724.0,5
Chotushkone,movie,8.2,3724.0,5
My Father's Violin,movie,6.4,3723.0,4
Lady Chatterley's Lover,movie,6.3,3722.0,4
The Return of the Musketeers,movie,5.9,3722.0,2
1990: The Bronx Warriors,movie,5.2,3722.0,5
The Evil in Us,movie,4.7,3722.0,5
Our Folks,movie,7.9,3722.0,4
And Soon the Darkness,movie,6.6,3721.0,5
It's Always Fair Weather,movie,7.0,3720.0,0
Bangkok Dangerous,movie,6.5,3720.0,4
Plus Minus,movie,8.6,3719.0,6
Speed Kills,movie,4.3,3718.0,4
Insignificance,movie,6.5,3718.0,4
Dean Spanley,movie,7.2,3718.0,4
The Ghost Breakers,movie,7.1,3717.0,5
Doctor X,movie,6.4,3717.0,5
In Full Bloom,movie,5.6,3717.0,4
Godfather,movie,8.6,3717.0,4
Oosaravelli,movie,6.5,3717.0,4
Nea Marin miliardar,movie,8.3,3717.0,4
Hijacked,movie,3.8,3716.0,5
Istanbul Kanatlarimin Altinda,movie,7.0,3716.0,1
Gracie's Choice,movie,7.4,3715.0,4
The Fresh Prince of Bel-Air Reunion,movie,8.2,3715.0,3
Gangsta,movie,6.5,3715.0,5
Wordplay,movie,7.4,3715.0,3
The Trench,movie,5.9,3714.0,1
Remember the Daze,movie,5.7,3714.0,4
Joy Division,movie,7.7,3714.0,3
T-Men,movie,6.9,3713.0,5
Le voyage à travers l'impossible,movie,7.5,3713.0,6
Hollywood Chainsaw Hookers,movie,5.3,3712.0,5
A Kid Like Jake,movie,5.5,3712.0,4
Kaamelott: First Installment,movie,6.2,3712.0,2
Morphine,movie,7.2,3712.0,4
Roberrt,movie,5.9,3712.0,0
Flaming Star,movie,6.5,3711.0,4
Live Wire,movie,5.6,3711.0,5
Some Girl(s),movie,4.6,3711.0,4
The Motel Life,movie,5.9,3711.0,5
Bros.,movie,6.0,3711.0,4
Hot Bot,movie,3.3,3710.0,4
Tout Va Bien,movie,6.5,3710.0,4
Happy Ending,movie,5.4,3710.0,4
Bastards,movie,6.1,3710.0,4
Tigertail,movie,6.6,3709.0,4
Bumperkleef,movie,5.8,3708.0,5
The Wrong Box,movie,6.7,3708.0,4
Escaflowne: The Movie,movie,6.6,3708.0,2
Yatra,movie,7.7,3708.0,1
The Muppets' Wizard of Oz,movie,5.1,3707.0,2
Semper Fi,movie,6.1,3707.0,5
Masterminds,movie,5.2,3707.0,5
Cabiria,movie,7.1,3707.0,1
The Stakelander,movie,5.3,3706.0,5
The End,movie,5.0,3706.0,5
The Culture High,movie,8.2,3706.0,3
Vendetta,movie,4.7,3705.0,4
The Bride with White Hair,movie,6.8,3705.0,4
Dear Mr. Gacy,movie,6.4,3705.0,5
The House That Screamed,movie,6.8,3704.0,5
Lady J,movie,6.8,3704.0,4
Hardboiled Egg,movie,7.3,3704.0,4
Vinci,movie,6.9,3704.0,4
The Heroic Trio,movie,6.5,3702.0,5
The Creature Walks Among Us,movie,5.6,3702.0,5
Everybody's Everything,movie,7.4,3702.0,3
Damini,movie,7.8,3702.0,4
What to Do in Case of Fire,movie,6.8,3701.0,4
Iceman,movie,4.7,3700.0,1
Ju-on: The Curse 2,movie,6.0,3699.0,5
Charming,movie,5.6,3698.0,2
Driving Licence,movie,7.2,3698.0,4
Run with the Hunted,movie,5.2,3698.0,5
Coco Chanel,movie,6.8,3698.0,4
Safe Sex,movie,6.6,3698.0,4
A Dog's Breakfast,movie,6.7,3698.0,5
Beyond the Hill,movie,7.2,3698.0,4
The Irony of Fate 2,movie,5.0,3698.0,4
We'll Never Have Paris,movie,4.6,3696.0,4
Operation Hyacinth,movie,6.8,3696.0,4
Northwest Passage,movie,7.0,3696.0,1
Tokyo Fist,movie,7.0,3696.0,5
The Kennel Murder Case,movie,6.9,3696.0,5
Fahrenhype 9/11,movie,4.7,3696.0,3
Room for Rent,movie,5.3,3695.0,5
The Underneath,movie,6.1,3695.0,5
Flowers of Shanghai,movie,7.3,3694.0,4
The Dunes,movie,4.9,3694.0,5
The Young Poisoner's Handbook,movie,7.0,3693.0,4
Youth of the Beast,movie,7.4,3693.0,5
Twin Sitters,movie,5.9,3692.0,5
My Best Friend,movie,6.7,3691.0,4
Satisfaction,movie,4.9,3691.0,4
Mouth to Mouth,movie,6.3,3691.0,4
Tek Kisilik Dev Kadro,movie,8.1,3691.0,3
The Damned,movie,6.6,3690.0,5
No Regrets for Our Youth,movie,7.1,3689.0,4
The Weather Underground,movie,7.5,3689.0,1
1 Interrogation,movie,3.8,3689.0,4
Jack's Back,movie,5.8,3688.0,5
The Solitude of Prime Numbers,movie,6.3,3688.0,4
The Girl Can't Help It,movie,6.8,3687.0,4
